OBJECTID_1,FID_teocin,OBJECTID,FID_Maices,Id,IdEjemplar,Raza_prima,Complejo_r,Anhio_Cole,Periodo_Co,Estado,Municipio,Localidad,Altitud,longitude,latitude,NOMBRE,FID_region,PROVBIOB,id_pbiob,id_pbiobr
499,498,499,569,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,El Llano de Zapote Grande,707,-100.7841667,19.22194444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
500,499,500,255,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TACÁMBARO,Punta de la Loma,1465,-101.3408333,19.22555556,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
501,500,501,256,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TACÁMBARO,Punta de la Loma,1465,-101.3408333,19.22555556,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
502,501,502,253,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,Las Mojarras,800,-100.7838889,19.22472222,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
503,502,503,160,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,SAN NICOLAS BUENOS AIRES,1 Km antes San Nicolás de Buenos Aires,2402,-97.56666667,19.16666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
504,503,504,127,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,SAN NICOLAS BUENOS AIRES,Km 11 San Salvador El Seco-Tlalchichuca,2355,-97.55,19.16666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
505,504,505,510,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,MEXICALTZINGO,San Mateo Mexicaltzingo,2606,-99.58972222,19.21388889,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
506,505,506,209,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,TLALMANALCO,Tlalmanalco,2400,-98.8,19.2,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
507,506,507,270,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TUZANTLA,Las Parotas,728,-100.7022222,19.22944444,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
508,507,508,208,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,MEXICALTZINGO,Mexicaltzingo,2600,-99.58333333,19.21666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
509,508,509,358,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,SAN NICOLÁS BUENOS AIRES,San Nicolás Buenos Aires,2388,-97.55722222,19.17138889,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
510,509,510,529,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TLALMANALCO,Tlalmanalco de Velázquez,2425,-98.79944444,19.20305556,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
511,510,511,507,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,CAPULHUAC,San Nicolás Tlazala,2580,-99.46694444,19.21972222,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
512,511,512,530,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TLALMANALCO,San Rafael,2432,-98.78388889,19.20694444,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
513,512,513,429,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TEMAMATLA,Temamatla (Predio Arenales),2267,-98.87944444,19.20944444,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
514,513,514,523,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,SAN MARTÍN TEXMELUCAN,Km 102 México-Puebla,2200,-98.33527778,19.19777778,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
515,514,515,156,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,PUEBLA,Km 102 autopista México-Puebla,2230,-98.33333333,19.2,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
516,515,516,357,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,SAN NICOLÁS BUENOS AIRES,San Salvador El Seco-San Nicolás Buenos Aires,2380,-97.58,19.18166667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
517,516,517,440,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,METEPEC,Ejido de San Sebastián,2570,-99.54027778,19.22638889,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
518,517,518,178,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,COCOTITLAN,Km 1 Cocotitlán-Juchitepec,2280,-98.86666667,19.21666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
519,518,519,531,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TLALMANALCO,Tlalmanalco-Miraflores,2320,-98.81111111,19.21611111,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
520,519,520,364,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,COCOTITLÁN,Km 1 Cocotitlán-Juchitepec,2272,-98.86861111,19.2175,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
521,520,521,524,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,SAN MARTÍN TEXMELUCAN,Km 104 México-Puebla,2205,-98.34722222,19.20666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
522,521,522,426,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,COCOTITLÁN,San Andres Metla (Ejidos),2340,-98.83444444,19.21777778,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
523,522,523,432,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,CHALCO,San Pablo Atlazalpan,2253,-98.89888889,19.22333333,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
524,523,524,427,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,COCOTITLÁN,Cocotitlán,2300,-98.85916667,19.22583333,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
525,524,525,360,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,TLACHICHUCA,Guadalupe Libertad,2512,-97.39055556,19.19027778,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
526,525,526,370,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,CHALCO,Miraflores-La Candelaria Tlapala,2280,-98.83416667,19.2325,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
527,526,527,525,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,COCOTITLÁN,Cocotitlán,2285,-98.86194444,19.23333333,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
528,527,528,174,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,TOLUCA,Km 1 Cacalomacán-Toluca,2769,-99.68333333,19.25,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
529,528,529,511,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,METEPEC,Metepec,2620,-99.60472222,19.25111111,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
530,529,530,439,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,SAN MATEO ATENCO,Barrio San Francisco,2570,-99.53861111,19.25166667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
531,530,531,592,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,Cacalomacán,2760,-99.69083333,19.25638889,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
532,531,532,120,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUAREZ,Km 37-43 Zitácuaro-Tuzantla,850,-100.4666667,19.26666667,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
533,532,533,17,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUAREZ,1 km norte de Santa Ana,1332,-100.4333333,19.26666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
534,533,534,532,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,CHALCO,Chalco (cerca de salida a Cocotitlán),2260,-98.86833333,19.24611111,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
535,534,535,594,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,OCOYOACAC,El Pedregal,2592,-99.46694444,19.25777778,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
536,535,536,44,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,CHALCO,Chalco,2225,-98.88333333,19.25,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
537,536,537,54,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,CHALCO,Chalco,2225,-98.88333333,19.25,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
538,537,538,137,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,CHALCO,Chalco,2225,-98.88333333,19.25,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
539,538,539,45,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,CHALCO,Crucero Chalco-Miraflores,2200,-98.85,19.25,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
540,539,540,230,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,CHALCO,Km 6 Chalco-Amecameca,2200,-98.85,19.25,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
541,540,541,128,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,OCOYOACAC,El Pedregal Guadalupe Victoria,2500,-99.46666667,19.26666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
542,541,542,96,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,5 Km sur El Devanador,1000,-100.8,19.28333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
543,542,543,349,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,Hoyo del Aire,938,-101.8830556,19.29,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
544,543,544,350,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,Hoyo del Aire,938,-101.8830556,19.29,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
545,544,545,69,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUAREZ,"Laureles, Km 26 Zitácuaro-Tuzantla",1100,-100.4166667,19.28333333,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
546,545,546,269,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUÁREZ,Santa Ana,1348,-100.4336111,19.28972222,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
547,546,547,593,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,OCOYOACAC,Desviación Méx-55 a Ocoyoacac,2579,-99.48944444,19.28083333,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
548,547,548,570,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TIQUICHEO DE NICOLÁS ROMERO,El Manguito,753,-100.81,19.29805556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
549,548,549,76,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,JILOTLAN DE LOS DOLORES,El Saucito,1460,-103.0833333,19.3,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
550,549,550,461,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,JILOTLÁN DE LOS DOLORES,El Saucito,1302,-103.0736111,19.30111111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
551,550,551,272,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,La Purísima,1277,-101.9008333,19.3075,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
552,551,552,273,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,La Purísima,1277,-101.9008333,19.3075,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
553,552,553,68,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUAREZ,"Benito Juárez, Km 24 Zitácuaro-Tuzantla",1300,-100.4166667,19.3,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
554,553,554,571,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Plan de Guadalupe,760,-100.8119444,19.30888889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
555,554,555,173,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,ALMOLOYA DE JUAREZ,"San Isidro, camino San Francisco Tlalcilalcalpa",2766,-99.76666667,19.3,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
556,555,556,434,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,LERMA,Ejido San Jose del Llanito,2575,-99.475,19.3,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
557,556,557,266,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUÁREZ,Puerto de Laureles,1349,-100.4494444,19.3175,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
558,557,558,268,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUÁREZ,Benito Juárez,1349,-100.4494444,19.3175,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
559,558,559,505,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,ALMOLOYA DE JUÁREZ,"San Isidro (Carr. San Francisco Tlalcilalcalpan, Carr. Méx 1)",2757,-99.78027778,19.30944444,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
560,559,560,493,0,0,Balsas,Zea mays subsp. Mexicana,0,0,JALISCO,TECALITLÁN,San Isidro,1500,-103.2672222,19.32138889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
561,560,561,267,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,JUÁREZ,Cerro Colorado,1314,-100.4561111,19.31944444,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
562,561,562,591,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,ALMOLOYA DE JUÁREZ,"San Isidro (Carr. San Francisco Tlalcilalcalpan, Carr. Méx 1)",2751,-99.77638889,19.31222222,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
563,562,563,572,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Salitrillo (km 29 a Tzitzio),830,-100.8147222,19.325,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
564,563,564,171,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,"Taretan, La Primera",1170,-101.9166667,19.33333333,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
565,564,565,289,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,Taretan,1223,-101.9063889,19.34055556,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
566,565,566,346,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,Taretan,1223,-101.9063889,19.34055556,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
567,566,567,347,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,Taretan,1223,-101.9063889,19.34055556,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
568,567,568,348,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,Taretan,1223,-101.9063889,19.34055556,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
569,568,569,276,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Los Azares,895,-100.8269444,19.33777778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
570,569,570,573,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Agua Zarca (Km 31 a Tzitzio),870,-100.8183333,19.34111111,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
571,570,571,503,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,Km 12 Toluca-Atlacomulco (San Miguel Totoltepec),2580,-99.57361111,19.32666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
572,571,572,502,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,San Francisco Totoltepec,2605,-99.58583333,19.33194444,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
573,572,573,172,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,TOLUCA,"Autopista Atlacomulco, 1 Km de Toluca",2636,-99.66666667,19.33333333,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
574,573,574,574,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Los Azares (Km 32-33 a Tzitzio),900,-100.8194444,19.34805556,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
575,574,575,501,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,San Mateo Otzacatipan,2601,-99.58527778,19.34055556,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
576,575,576,589,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,San Mateo Otzacatipan,2597,-99.58222222,19.34111111,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
577,576,577,506,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,San Pablo Autopan,2632,-99.67027778,19.34416667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
578,577,578,522,0,0,Chalco,Zea mays subsp. Mexicana,0,0,PUEBLA,SAN MARTÍN TEXMELUCAN,Km 79.5 México-Puebla,2437,-98.52055556,19.32305556,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
579,578,579,590,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,Toluca (carretera a Atlacomulco),2635,-99.67611111,19.34611111,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
580,579,580,170,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,Km 100 autopista Uruapan-Lazaro Cárdenas,1256,-101.9166667,19.36666667,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
581,580,581,97,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Km 127 Huetamo-Morelia,1120,-100.8666667,19.36666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
582,581,582,588,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,San Andrés Cuexcontitlán (San Cristobal),2596,-99.60416667,19.35305556,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
583,582,583,500,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,TOLUCA,San Diego de los Padres,2593,-99.60083333,19.35444444,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
584,583,584,53,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,IXTAPALUCA,San Francisco Acuautla,2300,-98.88333333,19.35,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
585,584,585,100,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TARETAN,"Las Colonias, frente a Granjas Baena",1180,-101.9166667,19.38333333,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
586,585,586,223,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,"Chinapa, Km 51 Temascal-Huetamo",930,-100.9,19.38333333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
587,586,587,433,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MEXICO,XONACATLÁN,El Espino Xonacatlán,2575,-99.53638889,19.37416667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
588,587,588,114,0,0,Chalco,Zea mays subsp. Mexicana,0,0,MÉXICO,LA PAZ,"Los Reyes, La Paz",2200,-98.98333333,19.36666667,EJE NEOVOLCÁNICO,5,Mesa Central,7,VII
589,588,589,99,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,Villa Escalante-Opopeo,2320,-101.6,19.4,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
590,589,590,575,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,La Magdalena,827,-100.8786111,19.40138889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
591,590,591,249,0,0,Mesa-Central,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,Opopeo,2225,-101.6,19.41666667,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
592,591,592,576,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Chinapa-Santa Rosa,848,-100.8922222,19.41583333,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
593,592,593,841,0,0,Tripsacum pilosum,Tripsacum,0,0,JALISCO,TECALITLAN,21 de Noviembre,1140,-103.3666667,19.41666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
594,593,594,875,0,0,Tripsacum bravum,Tripsacum,0,0,JALISCO,TECALITLAN,21 de Noviembre,1140,-103.3666667,19.41666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
595,594,595,724,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,JALISCO,TONILA,Tonila,1265,-103.5333333,19.41666667,EJE NEOVOLCÁNICO,1,Occidente,5,V
596,595,596,792,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TLALTETELA,El Campanario,650,-96.81666667,19.35,LLANURA COSTERA DEL GOLFO SUR,4,Llanuras y sierras con vertiente al Golfo,8,VIII
597,596,597,850,0,0,Tripsacum dactyloides mexicanum,Tripsacum,0,0,VERACRUZ DE IGNACIO DE LA LLAVE,TLALTETELA,El Campanario,650,-96.81666667,19.35,LLANURA COSTERA DEL GOLFO SUR,4,Llanuras y sierras con vertiente al Golfo,8,VIII
598,597,598,726,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,TONILA,Puente Beltrán II,1004,-103.4666667,19.43333333,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
599,598,599,577,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Monte Largo (1-2 km  Norte),962,-100.9008333,19.44027778,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
600,599,600,235,0,0,Balsas,Zea mays subsp. Mexicana,0,0,COLIMA,MINATITLAN,San Antonio,850,-104.0166667,19.43333333,SIERRA MADRE DEL SUR,1,Occidente,5,V
601,600,601,483,0,0,Balsas,Zea mays subsp. Mexicana,0,0,COLIMA,MINATITLÁN,El Sauz Rumbo al Terrero Km 2,959,-103.9833333,19.43666667,SIERRA MADRE DEL SUR,1,Occidente,5,V
602,601,602,254,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Tafetán,959,-100.9036111,19.44916667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
603,602,603,275,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Tafetán,959,-100.9036111,19.44916667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
604,603,604,98,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,4 Km sur Paso Ancho,1100,-100.9,19.45,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
605,604,605,482,0,0,Balsas,Zea mays subsp. Mexicana,0,0,COLIMA,MINATITLÁN,El Sauz,1000,-103.9833333,19.44166667,SIERRA MADRE DEL SUR,1,Occidente,5,V
606,605,606,1083,0,0,Tripsacum lanceolatum,Tripsacum,0,0,COLIMA,MINATITLÁN,"El Sauz, 2 km del entronque rumbo a El Terrero, Cerro Grande",1300,-103.9675,19.44444444,SIERRA MADRE DEL SUR,1,Occidente,5,V
607,606,607,1084,0,0,Tripsacum maizar,Tripsacum,0,0,COLIMA,MINATITLÁN,"El Sauz, 2 km del entronque rumbo a El Terrero, Cerro Grande",1300,-103.9675,19.44444444,SIERRA MADRE DEL SUR,1,Occidente,5,V
608,607,608,578,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,El Zapotillo,1000,-100.9111111,19.45888889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
609,608,609,169,0,0,Balsas,Zea mays subsp. Mexicana,0,0,COLIMA,MINATITLAN,El Sauz,1103,-104.0333333,19.45,SIERRA MADRE DEL SUR,1,Occidente,5,V
610,609,610,236,0,0,Balsas,Zea mays subsp. Mexicana,0,0,COLIMA,MINATITLAN,El Sauz,1100,-104.0333333,19.45,SIERRA MADRE DEL SUR,1,Occidente,5,V
611,610,611,201,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Km 33.5 Temascal-Huetamo,1100,-100.9166667,19.46666667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
612,611,612,252,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Tzitzio,990,-100.9183333,19.47138889,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
613,612,613,579,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Paso Ancho,1080,-100.92,19.48,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
614,613,614,723,0,0,Tripsacum dactyloides hispidum,Tripsacum,0,0,JALISCO,TUXPAN,Puente El Platanar,1154,-103.45,19.48333333,EJE NEOVOLCÁNICO,7,Sierra Madre del Sur,9,IX
615,614,615,251,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,Paso Ancho,1130,-100.9227778,19.48916667,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
616,615,616,222,0,0,Balsas,Zea mays subsp. Mexicana,0,0,MICHOACÁN DE OCAMPO,TZITZIO,"Queretanillo, Km 51 Temascal-Huet.",1310,-100.9166667,19.5,SIERRA MADRE DEL SUR,7,Sierra Madre del Sur,9,IX
